Patient ID,First Name,Last Name,Date of Birth,Gender,SSN,Phone Number,Medical Condition,Medication,Street Address,City,State,Zip Code
P258938,Cynthia,Miller,1949-11-07,Male,106-46-9709,842-492-4019,Hypertension,Doxepin,901 Saunders Greens Suite 560,Wilsonmouth,NM,06380
P462884,Kimberly,Blair,2001-05-19,Female,687-53-0865,524-496-6204,High Cholesterol,Lisinopril,5799 Sherry Courts Suite 835,Lake Aaron,WI,38989
P332452,Kimberly,Miller,1975-01-25,Male,840-27-8784,861-257-1834,Cough,Loratadine,0139 Lara Crossing,New Donald,CT,34508
P253574,Lee,Ray,1997-07-24,Female,059-18-7650,804-320-7779,Diabetes,Metformin,58464 Ellis Haven Apt. 078,Adamfurt,MO,12084
P116025,Marc,Davis,1950-06-13,Female,872-11-3465,671-963-9701,Insomnia,Fluoxetine,8914 Thomas Landing Suite 566,Lake Michaelfurt,MA,54609
P235546,Elizabeth,Day,1982-05-08,Female,842-02-3584,752-479-5051,Arthritis,Dextromethorphan,293 Timothy Vista,North Geraldchester,HI,83606
P632013,Jason,Harris,1981-02-09,Male,205-09-8037,623-594-0806,Depression,Dextromethorphan,70188 Michael Shoals,Davismouth,MT,44274
P390311,Dwayne,Evans,1985-02-18,Male,748-14-0194,545-269-3038,Cough,Zanamivir,6099 Brandt Shoal,Coopertown,IN,34517
P646729,Marissa,Hartman,1993-12-12,Female,274-03-3792,242-214-1387,Depression,Fexofenadine,28184 Dillon Flat,Annatown,MS,95231
P50656,Rhonda,Lewis,1972-12-29,Female,650-68-6856,315-774-0815,High Cholesterol,Codeine,15677 Peter Branch Apt. 109,Montoyaside,DE,24057
P704431,Tracie,Brown,1989-01-07,Female,550-94-3770,921-891-8718,Insomnia,Rosuvastatin,386 Johns Square,Lindafurt,WV,44715
P664740,Diane,Ellis,1977-02-13,Female,475-99-7522,348-329-5563,Insomnia,Trazodone,9621 Stafford Stream Apt. 689,New Mariafurt,KS,61436
P573236,Robert,Turner,1964-12-21,Male,605-74-9731,796-238-7051,Flu,Zolpidem,304 Johnson Drive,New Logan,ND,32254
P835342,Heidi,Henry,1953-10-15,Female,446-98-3316,848-561-3008,Hypertension,Codeine,26271 Dalton Lane,Williammouth,ID,21879
P405624,Steven,Ayers,1945-10-22,Female,414-42-8532,366-798-0938,Flu,Sumatriptan,89904 Monica Neck,Davidhaven,LA,09265
P535781,Carl,Estrada,1946-03-25,Female,806-04-4352,519-224-3811,Asthma,Fexofenadine,1082 Johns Point Apt. 993,Lake Darrellstad,NY,41208
P17209,Brian,Matthews,1985-08-10,Male,729-49-6166,428-559-1250,Migraine,Metformin,5582 Tina Alley Suite 077,New Shawnmouth,NJ,86390
P241431,Jose,Glenn,1983-01-06,Male,351-98-7163,659-816-4733,Acid Reflux,Montelukast,53081 Margaret Prairie,Lauraburgh,HI,88070
P760869,Robin,Blackburn,1971-04-29,Male,223-72-6511,323-525-2580,Allergies,Simvastatin,06292 Dustin Radial Apt. 520,East Tiffany,MA,66652
P95551,Norman,Tate,1995-07-15,Male,508-07-4282,465-773-7147,Allergies,Sertraline,7139 Mclean Land,Bethville,NE,51109
P679311,Nathan,Thomas,1955-03-16,Male,138-87-6615,874-645-2128,Asthma,Ibuprofen,78360 Jose Road,Vegamouth,PW,15241
P762533,Curtis,Anderson,1989-10-17,Female,149-72-0854,770-717-6713,Acid Reflux,Rosuvastatin,61793 Mary Mount Apt. 020,Port Tiffany,GA,57202
P399527,Mary,Roberts,1967-12-18,Male,229-05-1213,216-964-6504,High Cholesterol,Ibuprofen,309 Brenda Drive,Suemouth,MP,38225
P552982,Peter,Griffith,1961-09-17,Female,327-60-7884,895-353-7759,Allergies,Simvastatin,81978 Contreras Ramp,Bobbymouth,HI,92755
P41458,Keith,Gonzales,1963-12-01,Male,484-06-5170,993-869-4563,Migraine,Rosuvastatin,72074 Dean Stravenue,Ramosbury,IL,54332
P384695,Jamie,Warren,1945-05-16,Male,701-65-9924,954-797-2365,Asthma,Loratadine,9468 Melissa Spur,Port Shelbyton,CT,68884
P640164,Emily,Booth,1982-08-23,Male,193-70-2251,742-594-1445,Depression,Naproxen,03436 Dawn Neck,Chenland,TX,13173
P599521,Richard,Brown,1960-01-08,Female,155-98-3795,604-612-9854,Arthritis,Simvastatin,255 Tracy Common,Angelicaside,WI,71633
P927560,Patricia,Cervantes,1950-10-26,Female,022-47-7408,401-249-8521,Allergies,Insulin,95240 Gonzales Point Apt. 044,Port Michaelhaven,NM,23578
P79747,Joshua,Weber,1998-05-11,Female,820-22-8313,923-846-2018,Cough,Lisinopril,442 Foley Viaduct,New Andrew,OR,44810
P51317,Stacey,Howard,1998-04-14,Female,275-19-6768,460-777-8475,Allergies,Fluticasone,5109 Leon Locks Suite 901,East Ambertown,DE,71119
P937029,Howard,Hopkins,2005-03-13,Female,637-61-6758,515-981-8972,Migraine,Trazodone,9478 Tammy Expressway Suite 902,Richardshire,FL,60453
P910811,Connie,Smith,1969-11-03,Female,539-63-7274,637-768-7906,High Cholesterol,Loratadine,20075 Tara Cliffs Apt. 841,New Kaitlynport,ID,80854
P67380,Tyler,Ford,1971-09-05,Male,806-56-7228,811-244-5373,Migraine,Guaifenesin,2426 Alicia Burg,Emilyfort,CA,60151
P388869,Nathan,Carter,2001-02-01,Male,232-14-5773,916-684-6242,Allergies,Esomeprazole,095 James Junction,Shannonshire,MT,85789
P646648,Cameron,Richardson,1979-08-12,Female,625-82-0727,703-944-2026,Arthritis,Zolpidem,888 Gordon Inlet Suite 017,Elizabethport,VT,26065
P422442,Nicholas,Barnes,1975-02-23,Male,378-93-1638,828-797-0948,Arthritis,Doxepin,0504 Malone Parkways,Lake Josephside,CO,90206
P589147,Donna,Kim,1965-09-20,Male,264-51-6936,942-919-1923,Insomnia,Gliclazide,29225 Stephanie Crescent,Kristenton,TX,82812
P757096,Robin,Ramirez,1981-11-24,Female,632-34-9362,420-547-7711,Acid Reflux,Rosuvastatin,78879 Anna Course,Kimside,HI,16779
P532596,Linda,Stevens,1954-05-11,Female,563-14-9137,364-218-2168,Migraine,Gliclazide,507 Sarah Inlet Apt. 925,Jeffreyside,PR,41676
P321594,Michael,Dougherty,1998-03-14,Male,316-96-3462,708-713-0197,Allergies,Oseltamivir,25637 Douglas Lake Suite 127,North George,TX,59063
P345231,William,Kerr,1943-03-22,Female,429-69-2483,252-253-8687,Depression,Gliclazide,085 Harper Row,South Richardborough,MP,77531
P392711,Eric,Park,2001-01-15,Male,184-83-2436,921-869-0526,Asthma,Gliclazide,4255 Travis Trafficway Suite 959,East Johnton,AS,90393
P174036,Hannah,Dominguez,1943-05-15,Male,409-59-5948,395-567-6110,Diabetes,Ranitidine,4385 Washington Row,Lake Lindaview,WI,12432
P877720,Catherine,Rodriguez,1953-11-10,Female,048-43-7356,966-483-0674,Flu,Montelukast,848 Taylor Crescent Apt. 366,Turnershire,OR,41001
P665959,Mindy,Carlson,1955-04-10,Male,101-32-6480,742-694-6543,Hypertension,Ranitidine,9476 Mary Causeway,Daviestown,LA,05306
P451325,Andrea,Lynn,1969-07-17,Female,301-81-9344,367-574-0303,Asthma,Escitalopram,437 Lutz Valley Apt. 887,Jonathanhaven,AR,47944
P833474,Christopher,Saunders,1949-04-08,Female,187-92-0287,306-567-5782,Insomnia,Gliclazide,175 Ramos Freeway Suite 323,Abigailland,IN,91704
P332486,Michael,Riley,1992-05-17,Female,600-40-9598,781-777-6357,Cough,Albuterol,46392 Castillo Way Suite 584,North Randyshire,VI,04585
P158119,Steven,Henderson,2002-07-13,Female,338-81-6544,235-764-6707,Insomnia,Lisinopril,0521 Clay Ports,West Noah,AS,12945
P920980,Benjamin,Kerr,1948-05-14,Male,462-53-3956,696-916-6503,Hypertension,Metformin,606 Emily Valley Apt. 358,Kimberlyfort,LA,65656
P438865,John,Miller,1998-06-04,Female,533-47-9179,266-655-4431,Flu,Celecoxib,403 French Dam Suite 661,Morganland,TX,43228
P658563,Crystal,Johnson,1957-06-21,Male,358-21-4463,624-947-0719,Allergies,Gliclazide,3105 Joshua Loaf Suite 406,West Leah,MO,67051
P856977,Leah,Thompson,1983-11-15,Male,049-68-7835,479-878-0483,Depression,Escitalopram,3386 Kathleen Route,Eileenton,ND,25191
P105722,Derrick,Garcia,1995-10-30,Female,862-71-2241,651-654-1208,Cough,Metformin,243 Carrie Mount,Lake Lisa,TX,85024
P84617,Alyssa,Bailey,1967-05-22,Male,594-09-4271,331-619-4973,Insomnia,Escitalopram,108 Suzanne Circles Apt. 954,New Brian,AR,76725
P508412,Barbara,Bush,2002-06-17,Female,235-69-3772,930-946-5352,Diabetes,Trazodone,25781 Smith Port Apt. 328,Lake Brittney,KS,19084
P524404,Sharon,Jones,1955-12-30,Female,635-02-4441,213-999-7209,High Cholesterol,Guaifenesin,3208 Douglas Drive Apt. 841,West Richard,NE,31077
P955503,Amy,Perez,1989-10-17,Male,149-72-0854,594-276-7005,Flu,Fexofenadine,61793 Mary Mount Apt. 020,Port Tiffany,GA,57202
P753209,Jessica,Potter,1968-08-03,Female,054-11-8059,591-325-5568,High Cholesterol,Sumatriptan,701 Kevin Course,New Jamestown,NJ,78115
P73784,Louis,Munoz,1991-01-02,Male,655-73-8422,993-247-6245,Migraine,Esomeprazole,308 Mike Underpass Apt. 294,New Laurafort,WA,18733
P275126,Ryan,Roach,1948-07-06,Female,687-83-3839,958-602-4784,Depression,Fluticasone,54931 Margaret Overpass Apt. 848,Jessicaberg,WI,29220
P75843,Thomas,Mason,1995-10-30,Male,862-71-2241,839-633-7463,Insomnia,Celecoxib,243 Carrie Mount,Lake Lisa,TX,85024
P945223,Joseph,Hayden,1943-11-16,Male,508-06-5825,859-817-1850,Arthritis,Trazodone,8203 French Glens Apt. 155,Brookehaven,PA,16975
P673275,David,Montes,1973-07-14,Female,196-14-6721,640-781-9471,Acid Reflux,Albuterol,97784 Davis Lock,Lake Danielhaven,KS,77378
P735631,Cristina,Lee,1979-07-03,Female,521-86-2213,348-491-7564,Asthma,Ibuprofen,79077 Hernandez Knolls,Lake Tammieside,MT,76274
P87844,Julie,Richardson,1987-09-18,Female,467-72-1263,320-816-7233,Cough,Albuterol,930 Howard Causeway Suite 748,Lake Martin,IA,51033
P444088,Ryan,Gonzales,1982-05-22,Male,151-17-4523,901-442-1607,Asthma,Peramivir,0159 Elizabeth Club Suite 818,Juanland,CO,61208
P370649,Samuel,Houston,1975-01-25,Female,840-27-8784,728-588-1759,Allergies,Topiramate,0139 Lara Crossing,New Donald,CT,34508
P711485,Melissa,Bullock,1977-02-13,Male,475-99-7522,851-670-8028,Cough,Montelukast,9621 Stafford Stream Apt. 689,New Mariafurt,KS,61436
P784096,Jennifer,Marquez,1946-08-09,Female,783-20-8201,388-866-9781,Flu,Celecoxib,51888 Jenkins Mountain Suite 162,Markside,NJ,88610
P439139,Natalie,Figueroa,1992-01-20,Female,020-33-0405,291-278-2328,Cough,Esomeprazole,675 Duran Pine,Halltown,OK,02994
P877849,Ronald,Mccullough,1989-11-26,Female,023-16-6767,761-748-4912,Allergies,Guaifenesin,790 Mcgee Inlet Suite 990,North Desiree,HI,47579
P224181,Melissa,Williams,1979-10-02,Female,619-01-9630,779-939-1118,Migraine,Amlodipine,969 Sullivan Squares Suite 052,Lake Kaylee,SC,52969
P121415,Carrie,Price,1985-02-18,Female,748-14-0194,954-393-5032,Flu,Gliclazide,6099 Brandt Shoal,Coopertown,IN,34517
P432440,Jason,Diaz,1983-11-15,Female,049-68-7835,952-368-6131,Depression,Fluoxetine,3386 Kathleen Route,Eileenton,ND,25191
P101807,Peter,Snyder,1948-07-06,Female,687-83-3839,470-408-8949,Insomnia,Ibuprofen,54931 Margaret Overpass Apt. 848,Jessicaberg,WI,29220
P882358,Jennifer,Walker,1979-05-13,Male,642-21-2417,383-994-6199,Migraine,Montelukast,9075 Smith Trail,East Jamesport,KY,38651
P472148,Rachael,Winters,1968-10-28,Male,371-93-3841,475-674-7274,Flu,Simvastatin,729 Jensen Route Apt. 061,Shawchester,OK,63340
P933399,Sandra,Miranda,1987-05-24,Female,673-67-6867,785-998-3713,Asthma,Fluticasone,54694 Strickland Mountains Apt. 433,South Jenniferhaven,OH,74721
P97788,David,Barnett,1946-03-25,Male,314-14-6698,931-836-9947,Flu,Zolpidem,982 Decker Summit,Alejandrochester,FM,43653
P569603,Bradley,Gordon,1946-08-09,Male,783-20-8201,253-469-0286,Diabetes,Simvastatin,51888 Jenkins Mountain Suite 162,Markside,NJ,88610
P600941,Jacqueline,David,1987-01-23,Male,599-01-0612,697-771-0374,Flu,Gliclazide,1404 Rasmussen Well,Joshuaburgh,ND,91160
P414716,Joshua,Olsen,2000-05-02,Female,315-60-4375,371-580-2051,Hypertension,Peramivir,73488 Salazar Spur Apt. 119,South Jacob,MN,69113
P389864,Ian,Cooper,1954-09-29,Female,065-14-9269,218-799-5256,Cough,Amlodipine,9921 Santiago Key Apt. 195,South Mindyshire,TN,26516
P820292,Patrick,Gomez,1944-11-17,Female,363-34-6266,436-577-9990,Migraine,Albuterol,191 Monroe Village Apt. 800,Port Ashley,MS,75578
P478551,Jerry,Perez,2000-02-16,Female,164-25-4537,346-612-8903,Migraine,Esomeprazole,856 Schaefer Lake,Cortezchester,KS,58879
P641269,Jennifer,Ewing,1954-07-23,Female,644-14-9707,449-986-7789,Allergies,Lisinopril,71667 Carr Manors,Judithhaven,LA,46037
P100898,Debra,Lee,1962-12-21,Male,553-80-7914,923-286-8887,Asthma,Loratadine,691 Miller Street Apt. 099,East Ashleymouth,MI,14991
P388175,William,Houston,1990-12-25,Female,491-40-1720,623-907-6142,Allergies,Guaifenesin,5776 Mark Mews,South Travis,DE,53183
P172352,Amanda,Fisher,1973-05-23,Female,538-94-5758,469-511-0304,Insomnia,Ranitidine,400 Lara Unions,Richardsstad,NJ,30808
P583076,Sarah,Christensen,1994-07-04,Male,866-90-6803,460-615-7432,Depression,Topiramate,439 Guerra Crossroad Suite 554,Swansonton,CO,49623
P652336,Melanie,Hoffman,1970-02-19,Male,552-41-5627,801-992-6375,Acid Reflux,Simvastatin,65567 Jennifer Harbors Apt. 925,Stewartside,MP,61764
P926673,Julia,Matthews,1991-05-29,Female,512-18-3710,954-591-5192,Diabetes,Escitalopram,37959 Rice Ridge Suite 647,Wrightmouth,FM,93740
P355680,Charles,Miller,1960-05-15,Female,037-63-1686,700-541-0968,Insomnia,Esomeprazole,804 Scott Passage,Brandibury,AZ,95909
P294131,Shaun,Terrell,1963-02-16,Female,050-58-8212,955-719-7549,Migraine,Ibuprofen,393 Cory Isle,Thomasbury,AZ,58658
P536120,Bonnie,Krause,1977-02-03,Female,739-54-1882,783-476-5796,Asthma,Omeprazole,042 Phillips Shores,Danielsstad,TX,22031
P153678,Karen,Galvan,1971-04-29,Male,223-72-6511,991-696-3761,Hypertension,Oseltamivir,06292 Dustin Radial Apt. 520,East Tiffany,MA,66652
P730951,Jonathan,Price,1969-09-26,Male,056-74-8234,413-457-7643,Cough,Ibuprofen,14827 Moore Haven,Lake Veronicaborough,PW,46704
P346925,Steven,Jensen,1943-11-16,Male,508-06-5825,648-457-7712,Cough,Doxepin,8203 French Glens Apt. 155,Brookehaven,PA,16975
P246827,Kevin,Haney,1945-01-30,Male,502-02-8081,265-668-7624,Diabetes,Esomeprazole,50976 Schwartz Fields Apt. 310,Jesseshire,PR,61076
P862655,Rebecca,Oconnor,1981-11-16,Female,835-34-0477,465-433-0568,Depression,Zanamivir,94365 Paul Turnpike,East Dianeshire,MI,51713
P304258,Sarah,Fritz,1948-11-28,Male,361-23-6559,564-746-4546,Acid Reflux,Atorvastatin,412 Arthur Tunnel Apt. 023,East Patrickfurt,OK,56009
P87063,Martha,Hayden,1980-03-13,Female,084-84-4168,525-791-9738,Flu,Metformin,75133 Mark Ranch,North Kyleborough,CA,15801
P857362,Anthony,Phillips,1986-09-15,Female,417-62-1624,427-684-0909,Hypertension,Oseltamivir,447 Stephanie Views Apt. 982,Chandlertown,FL,87816
P224465,Martin,Mullins,1950-10-05,Female,241-21-7139,903-200-6126,Hypertension,Fluoxetine,73966 Mercedes Run,Thomaston,OH,51167
P536403,Megan,Myers,1989-09-28,Male,228-40-2017,987-488-8276,Diabetes,Metformin,6264 Bailey Stravenue Apt. 947,Christianshire,MN,48303
P486560,Cory,Hudson,1965-02-18,Female,897-36-1794,457-339-8586,Diabetes,Lisinopril,700 Oscar Row Suite 170,North Margaretfurt,CO,35929
P987959,Brenda,Valentine,2005-05-12,Male,375-76-0911,691-957-5013,Diabetes,Sertraline,06369 Pittman Trail Apt. 894,New Richard,NV,34284
P326,Julian,Lee,1979-10-09,Female,363-96-1331,255-539-6753,Cough,Oseltamivir,7204 Harper Pines,Williamburgh,NC,01932
P138379,Kara,Roberson,2005-08-26,Female,721-11-5289,929-459-7229,Allergies,Simvastatin,3270 Richard Streets,Oconnorport,MA,20778
P720165,Jennifer,Thompson,1971-05-26,Female,158-13-3772,464-613-3281,Hypertension,Losartan,984 Erika Track,West David,VA,97511
P783974,Brandon,Owens,1995-05-16,Male,345-73-5708,709-327-7195,Flu,Celecoxib,14580 Ronald Ranch,New Meghan,MH,24422
P923800,Patrick,Robles,2003-06-21,Male,422-95-6842,930-776-7279,Arthritis,Insulin,123 Reynolds Mission,Shermanmouth,IL,44900
P483444,Kyle,Johnson,1981-04-03,Male,544-62-2661,392-513-6498,Flu,Insulin,27415 Johnson Mission,Derricktown,IN,96108
P760236,Patricia,Daniels,1958-08-14,Male,800-88-2580,300-923-0317,Flu,Amlodipine,0559 Shaw Squares,Jonesmouth,NJ,13890
P732918,Mary,Lewis,1960-12-24,Female,218-51-4481,231-869-4206,Hypertension,Zanamivir,99921 Adams Road,Washingtonmouth,NV,69602
P830679,Wendy,Fox,1966-01-14,Male,233-83-6423,975-854-7285,Depression,Celecoxib,0118 Andrews Street,New Allisonhaven,MO,86722
P360602,John,Moore,1959-09-05,Male,610-46-3059,861-341-0921,Migraine,Cetirizine,0645 Martin Neck,Jeremystad,NY,78449
P302673,Thomas,French,1980-07-24,Male,299-54-8034,671-326-3874,Acid Reflux,Metformin,126 Williams Prairie,East Rita,GU,29455
P801878,Andrew,Jimenez,1954-05-11,Male,563-14-9137,718-432-1005,Asthma,Fexofenadine,507 Sarah Inlet Apt. 925,Jeffreyside,PR,41676
P537428,Christopher,Thornton,1977-02-13,Male,475-99-7522,211-543-5236,Hypertension,Fluoxetine,9621 Stafford Stream Apt. 689,New Mariafurt,KS,61436
P297896,Kelly,Young,1967-03-23,Male,334-39-8473,888-297-1239,Depression,Naproxen,74066 Flores Underpass Suite 096,North Susanstad,FL,10267
P449493,John,Gross,1983-11-15,Male,049-68-7835,998-430-6554,Arthritis,Loratadine,3386 Kathleen Route,Eileenton,ND,25191
P425541,Christopher,Baldwin,1955-12-30,Male,635-02-4441,266-668-2351,Cough,Doxepin,3208 Douglas Drive Apt. 841,West Richard,NE,31077
P658099,Shelby,Lopez,1973-05-23,Female,538-94-5758,328-407-3188,High Cholesterol,Insulin,400 Lara Unions,Richardsstad,NJ,30808
P883479,Laura,Russell,1962-01-02,Female,778-41-7383,358-544-2480,Depression,Dextromethorphan,8634 Meagan Mountain Suite 627,New Alexandraport,LA,36917
P130289,Heidi,Brown,1983-07-26,Male,706-14-3375,330-571-6595,Acid Reflux,Losartan,195 Daniels Street,Lake Erica,MP,28811
P586279,Mary,Jensen,1996-03-26,Female,533-88-1029,294-759-8566,Migraine,Fluticasone,192 Michelle Greens Suite 482,East Danielfurt,MO,84643
P481872,Jordan,Williams,1990-07-20,Male,213-49-1741,223-938-6236,Hypertension,Guaifenesin,481 Rodriguez Club,South Nathanborough,FL,20262
P656497,Rebecca,Hernandez,1953-10-15,Female,446-98-3316,444-808-9771,Allergies,Ibuprofen,26271 Dalton Lane,Williammouth,ID,21879
P690228,Scott,Johnson,1995-01-24,Female,257-56-9282,905-223-5266,Arthritis,Cetirizine,20955 Contreras Port Suite 072,Jacobsberg,NJ,52483
P856621,James,Davis,1944-03-14,Female,810-73-5566,992-705-9868,Allergies,Sertraline,222 Guerrero Dam,Marissaland,AK,81104
P953089,Ralph,Gonzales,1986-05-13,Male,316-97-0767,550-741-5481,High Cholesterol,Gliclazide,164 Lisa Ferry Apt. 052,East Donnatown,VI,66220
P12944,Justin,Chung,1947-02-02,Male,737-90-5994,452-439-5804,Arthritis,Lisinopril,5991 Jessica Course Apt. 695,Suarezborough,MH,36612
P741570,Victor,Horton,1990-07-20,Female,213-49-1741,283-540-8224,High Cholesterol,Fluoxetine,481 Rodriguez Club,South Nathanborough,FL,20262
P323017,Gerald,Herring,1963-02-24,Male,038-10-2313,951-537-2350,Cough,Atorvastatin,10331 Gonzalez Crest,New Tristan,KY,29522
P332230,Mary,Brooks,1985-06-01,Male,143-16-6486,288-468-4026,Asthma,Sumatriptan,3171 Jeffrey Knoll Apt. 647,Donnaborough,VT,81230
P441961,Patricia,Hernandez,2005-03-13,Female,637-61-6758,536-735-4226,High Cholesterol,Zolpidem,9478 Tammy Expressway Suite 902,Richardshire,FL,60453
P487982,Christopher,Bowen,1973-10-13,Male,528-94-1113,396-224-1801,Diabetes,Dextromethorphan,5708 James Plaza,Christianview,OH,13051
P724049,Michelle,Cole,1985-08-10,Female,729-49-6166,543-323-2642,Allergies,Celecoxib,5582 Tina Alley Suite 077,New Shawnmouth,NJ,86390
P723603,Billy,Church,1992-06-26,Male,326-77-8930,702-537-1763,Diabetes,Losartan,018 Powell Shores Suite 324,New Frederickmouth,FM,92336
P713618,Kenneth,Holloway,1986-04-12,Female,743-02-6811,242-539-3486,Flu,Ibuprofen,95929 Chris Coves,Chandlershire,MT,75212
P797686,Karen,Wong,1977-01-14,Female,647-75-4739,694-872-7558,Cough,Lisinopril,9139 Rios Way,Williamsshire,TN,57802
P225323,Douglas,Price,1960-02-14,Female,607-38-6824,428-908-0094,Depression,Rosuvastatin,160 Williams Ridge Apt. 041,West Thomas,FL,04457
P288385,Sabrina,Clark,1968-06-04,Female,510-31-5824,735-659-4087,Arthritis,Dextromethorphan,582 Tony Throughway Apt. 079,West Larryberg,CO,23981
P492346,Natasha,Rios,1971-04-29,Female,223-72-6511,244-657-1095,Hypertension,Sertraline,06292 Dustin Radial Apt. 520,East Tiffany,MA,66652
P484572,Wendy,Adams,1982-08-23,Female,193-70-2251,764-412-0915,High Cholesterol,Metformin,03436 Dawn Neck,Chenland,TX,13173
P139534,Melissa,Frazier,1990-04-05,Female,825-68-7513,369-548-8375,Acid Reflux,Albuterol,83418 Cole Port Suite 990,Port Wendy,TN,02864
P468163,Rhonda,Santiago,2001-08-28,Female,125-36-0376,208-255-9072,Flu,Insulin,3239 Henry Stravenue Suite 640,North Elizabethville,KS,80963
P901014,Daniel,Murillo,1982-01-05,Female,812-07-1288,786-225-6935,Asthma,Cetirizine,0217 Rodriguez Via,Port Marioburgh,SC,34091
P527867,Alice,Lucas,1975-01-26,Male,837-80-3492,606-557-7871,Allergies,Cetirizine,5891 April Forges,Peterhaven,VT,24017
P431367,Wendy,Carter,1964-06-05,Male,475-78-0610,615-521-5703,Allergies,Trazodone,7977 Castillo Plaza,Bradleyside,KY,69749
P22853,Stacy,Johnson,1985-12-30,Male,692-26-8303,681-664-4010,High Cholesterol,Guaifenesin,922 Tara Unions Apt. 804,Tommymouth,MD,75173
P338061,Benjamin,Levine,1953-06-23,Male,222-03-0997,305-491-7481,Acid Reflux,Sertraline,260 Sheryl Valleys,West Jose,CA,99021
P941025,Kimberly,Rodriguez,1997-08-19,Female,620-97-3998,472-551-2766,Arthritis,Insulin,2865 Trujillo Glens,Bondville,IN,38119
P904222,Michael,Martinez,1962-04-07,Female,150-09-1337,897-670-9915,Flu,Dextromethorphan,5972 Lisa Island Apt. 850,Mcdanielfort,HI,25732
P419617,Allen,Russell,1993-12-12,Male,274-03-3792,537-233-0733,Hypertension,Rosuvastatin,28184 Dillon Flat,Annatown,MS,95231
P44719,Shelby,Smith,1997-07-31,Male,413-81-4310,241-685-0378,Arthritis,Doxepin,31092 Hubbard Ways,Douglastown,PW,82625
P757106,Theresa,Booth,1996-11-10,Female,722-72-9646,980-353-8987,High Cholesterol,Metformin,49592 Lauren Landing Apt. 166,Lake Jose,NE,66118
P657905,Kimberly,Potts,1970-02-19,Male,552-41-5627,830-609-8027,High Cholesterol,Celecoxib,65567 Jennifer Harbors Apt. 925,Stewartside,MP,61764
P575540,Joyce,Holmes,1992-05-10,Male,572-24-1879,439-248-5848,Hypertension,Fexofenadine,0881 Blackwell Gateway,Port Christopherberg,UT,28550
P956348,Joseph,Ramos,1955-02-01,Male,671-75-2689,211-439-3786,Hypertension,Ranitidine,318 Russell Ramp,Barbaraton,ND,16064
P399051,Crystal,Waller,1958-07-03,Male,133-36-3191,518-450-1602,Migraine,Metformin,095 Tracey Land Apt. 954,Williamsland,IN,79691
P799925,Joshua,Herrera,1962-02-28,Male,449-94-9906,269-506-7102,Diabetes,Fluticasone,23333 Erin Garden,Haleyfurt,ID,58001
P200880,Michael,Robinson,1968-03-16,Male,444-36-8144,876-556-2931,High Cholesterol,Atorvastatin,60799 Livingston Lake Suite 612,Faithstad,FL,42295
P458789,Miguel,Chung,1997-10-03,Female,769-94-5792,723-295-3728,Acid Reflux,Albuterol,2058 Debra Way Apt. 339,Rosston,IN,98304
P877423,Donna,Cummings,1960-08-03,Male,852-71-5323,406-769-1471,Depression,Fexofenadine,41198 Micheal Alley,Caseyshire,RI,34420
P615769,Amy,Hayes,1949-04-08,Female,187-92-0287,717-808-0156,Diabetes,Dextromethorphan,175 Ramos Freeway Suite 323,Abigailland,IN,91704
P444019,Dorothy,Turner,1958-04-29,Male,444-35-8642,299-634-2085,Asthma,Losartan,145 Jeffrey Shoals,Welchland,MH,07406
P578007,Brian,Mata,1972-12-18,Male,639-35-7249,903-467-6218,Hypertension,Atorvastatin,4411 Andrea Via,Andreaton,NJ,84175
P634777,Richard,Nash,1970-06-15,Male,766-12-8716,990-854-5143,Insomnia,Naproxen,71279 Weaver Center Suite 726,Warrenmouth,WY,45930
P403271,Brian,Miller,1977-05-30,Male,324-52-9571,785-641-8773,High Cholesterol,Fluoxetine,664 Erickson Vista Apt. 690,Sawyertown,MT,20578
P984632,Kim,Murphy,1954-08-28,Female,138-63-4798,306-338-2741,Insomnia,Sertraline,257 Williams Burgs Apt. 062,South Lindsayhaven,OR,42354
P579440,Melody,Price,1953-07-15,Female,844-77-4223,250-990-9546,High Cholesterol,Guaifenesin,63667 April Extension,West Jeffreystad,VA,97289
P105711,Robert,Owen,1973-08-11,Male,027-12-4377,553-881-6363,Insomnia,Guaifenesin,618 Johnson Branch,East Amber,NM,82384
P631128,Bradley,Benton,1977-03-07,Male,687-49-4253,813-603-2893,Allergies,Montelukast,610 Kathryn Branch Apt. 958,Amberhaven,OH,62684
P186854,Troy,White,1948-07-06,Female,687-83-3839,827-268-9379,Hypertension,Loratadine,54931 Margaret Overpass Apt. 848,Jessicaberg,WI,29220
P759159,Charlene,Torres,1963-02-24,Male,038-10-2313,568-989-1142,Allergies,Ibuprofen,10331 Gonzalez Crest,New Tristan,KY,29522
P780194,Luis,Hall,1975-05-29,Male,097-01-9267,538-431-3911,Depression,Fluticasone,95781 Perez Parkways Suite 355,Isabellahaven,MA,83579
P403912,James,Gallegos,1973-07-14,Female,196-14-6721,900-397-3165,Depression,Trazodone,97784 Davis Lock,Lake Danielhaven,KS,77378
P102890,Tammy,Bush,1988-03-21,Male,530-99-9465,316-352-4989,Hypertension,Codeine,866 Johnson Unions,Riveraberg,MO,95145
P631161,Teresa,Williams,1982-11-11,Female,824-16-1802,556-271-0256,Depression,Esomeprazole,151 Adam Alley,New Patrick,MD,72110
